qmof-40713e8,3432.82,0.885847,0.66186,7.01171,5.49781
qmof-c1612c6,3382.45,0.987038,0.70284,16.45466,7.2765
qmof-7e2180f,1410.29,0.514501,0.52963,9.26551,3.55752
qmof-18c41a2,3285.69,0.668589,0.62646,5.26243,1.6135
qmof-dc70a04,3000.09,0.84768,0.67094,7.45897,6.25139
qmof-40b4826,3632.14,0.754489,0.64246,5.57753,3.48432
qmof-b0ffd45,3708.52,1.31778,0.79377,11.32683,4.30232
qmof-1cc623d,1277.53,0.401075,0.50565,6.86573,2.11224
qmof-0e29314,892.04,0.353112,0.42935,4.88738,1.87608
qmof-bef4c02,867.968,0.277404,0.41463,4.73564,1.06299
qmof-97b17d1,5360.38,2.9573,0.87768,20.10276,3.95757
qmof-55a2418,4786.77,1.45561,0.77341,10.22585,10.55172
qmof-68f3526,1477.69,0.429235,0.5264,6.6438,2.19892
qmof-14d7a6e,1188.86,0.385833,0.51795,6.57899,1.83152
qmof-f80342c,1449.33,0.388998,0.52448,6.00707,2.13639
qmof-23e4e4a,1048.46,0.327981,0.46204,5.56977,1.00657
qmof-1590633,4868.24,1.82743,0.80617,13.13167,9.35541
qmof-e5d09ca,4071.63,1.41068,0.80481,10.61851,5.7564
qmof-aed4501,2786.06,0.988496,0.70493,11.22505,8.73694
qmof-791707c,4053.81,1.33216,0.76575,12.6737,8.41055
qmof-49c233f,2459.25,0.690611,0.62612,8.40916,4.70156
qmof-de867ae,3467,1.00865,0.7343,11.1457,6.53539
qmof-dc75d9b,4024.73,1.69231,0.81791,13.31516,5.90509
qmof-33b0cbe,5276.07,2.79767,0.86787,17.21997,3.48469
qmof-da0d411,5339.42,2.34774,0.85079,12.45914,3.98859
qmof-08a8daa,4118.81,1.96244,0.83657,16.45423,2.19079
qmof-bd9ffd3,3021.32,1.05821,0.69719,11.50558,7.69222
qmof-ff78bea,3468.97,1.30186,0.81552,16.26845,4.97387
qmof-3019c97,1375.19,0.427684,0.49335,5.88558,2.53591
qmof-c13ca50,1752.01,0.492531,0.55002,5.14462,2.91159
qmof-7c7fd1a,1243.56,0.400123,0.48403,5.95968,2.06201
qmof-37021f4,0,0.32145,0.43319,5.55227,1.26639
qmof-d9b1c16,661.617,0.285337,0.42032,6.11023,0.9644
qmof-ab96019,4311.7,1.29436,0.75499,9.97092,9.07845
qmof-7fccc1f,2593.22,0.643469,0.61438,6.0152,4.66426
qmof-9eeead2,1466.85,0.437336,0.52721,5.53678,1.82753
qmof-cd9c899,2422.56,0.666618,0.62812,6.35546,5.86278
qmof-4a57b79,3520.53,1.34312,0.80846,12.67012,6.2633
qmof-e44a050,958.87,0.382047,0.46028,6.25012,2.13108
qmof-b5fe3cc,920.769,0.338538,0.49389,6.02674,1.54039
qmof-eade42c,4245.81,1.99703,0.82973,15.41169,2.54449
qmof-d10ccb2,0,0.440158,0.52153,6.14323,1.60926
qmof-d962920,1046.2,0.353464,0.4547,5.14919,2.27431
qmof-b5634c4,1288.63,0.423752,0.48431,6.4629,1.98305
qmof-6851f8d,1960.04,1.01406,0.7064,18.79807,1.30099
qmof-ea6915e,2421.53,0.616438,0.58092,6.6703,2.49701
qmof-d190992,1666.78,0.473255,0.538,5.68315,2.18724
qmof-3f11966,0,0.358972,0.44391,6.453,1.59284
qmof-fbe14b0,3242.4,0.803868,0.68122,9.50208,5.01857
qmof-81072bf,5433.6,5.67153,0.9383,21.98693,1.39271
qmof-a6fc90c,878.882,0.288679,0.47661,4.91705,0.58265
qmof-b618011,0,0.230406,0.37603,5.38182,0.93616
qmof-b66eff0,1932.4,0.552616,0.58453,7.46639,3.19589
qmof-53fe88d,2714.49,0.746609,0.66772,9.33873,3.90581
qmof-33426df,2418.77,0.617079,0.62907,6.3229,3.57611
qmof-f91c67c,3379.11,1.00697,0.76709,10.77293,5.43793
qmof-2b284cb,2535.12,0.6955,0.63263,7.97195,4.57265
qmof-3aef9ac,4994.17,2.66966,0.87842,20.47373,3.54049
qmof-396346d,3225.28,0.718058,0.64832,6.99857,4.7571
qmof-eb442dd,2521.4,0.722108,0.63668,7.40878,4.6482
qmof-573e45d,3232.33,1.11634,0.77256,13.17017,6.91017
qmof-8ab12fe,1953.28,0.56828,0.57922,7.26947,3.57996
qmof-1e020e2,3854.74,1.05591,0.68244,8.16355,6.66154
qmof-95aa0a6,1503.39,0.445795,0.51023,7.59013,1.4229
qmof-6882a18,2382,0.630562,0.60753,7.84602,3.38632
qmof-6542f77,2293.8,0.584346,0.57437,6.71952,2.85251
qmof-12aaae7,3590.7,1.26567,0.8014,16.17368,4.83931
qmof-013ec70,603.763,0.216637,0.43522,7.33372,0.57986
qmof-5b5489b,1262.45,0.345986,0.49502,5.11885,2.53346
qmof-120421d,2714.55,0.896481,0.67946,9.62718,8.06109
qmof-cd020ad,868.998,0.282167,0.49343,6.86814,0.62539
qmof-a4d16f2,644.928,0.258951,0.39925,5.12095,0.87147
qmof-713e069,2859.53,0.577307,0.61105,4.84053,2.6705
qmof-c650339,2756.59,0.822726,0.67736,11.28751,5.27411
qmof-f2b2497,1608.56,0.459696,0.51177,6.37521,2.86029
qmof-c1f4bcc,1319.49,0.386307,0.51268,7.17466,2.24578
qmof-fd5026b,2072.43,0.605471,0.60501,7.30309,3.1336
qmof-137dd6c,856.566,0.347476,0.43539,5.19847,1.21104
qmof-fe3c849,2937.39,1.07002,0.77883,12.75626,3.70608
qmof-897ea77,1629.13,0.455617,0.50334,5.09156,2.95425
qmof-6fb2465,834.243,0.328351,0.42608,5.05964,2.01495
qmof-d38bd9e,2754.18,0.869914,0.73054,10.26127,5.78127
qmof-2cf5504,3884.39,1.24645,0.77083,10.79056,9.72822
qmof-f575927,3104.79,1.33034,0.74426,13.94957,8.91838
qmof-89c3770,658.444,0.282043,0.41907,5.95637,0.95085
qmof-2bff013,2765.9,0.743865,0.67506,8.92895,5.12548
qmof-eebc213,4153.3,1.83526,0.8365,16.42593,3.16089
qmof-52b9076,0,0.422643,0.46303,7.40867,1.56908
qmof-72aa3fa,3423.01,1.2777,0.81288,16.28071,4.24819
qmof-004080b,3741.18,1.12343,0.73877,9.80442,7.17112
qmof-1bf7afd,0,0.122406,0.31044,4.87045,0.27109
qmof-226d00b,3232.25,1.11152,0.78197,16.19515,5.85172
qmof-f226470,3752.61,1.44806,0.80595,13.45033,4.28341
qmof-5a1b96a,2910.79,0.66356,0.62535,7.22763,3.74142
qmof-3cd126c,3680.72,3.14641,0.87431,33.35523,8.68328
qmof-5e7e509,1703.16,0.437911,0.54007,5.89261,2.28734
qmof-20f108f,745.285,0.260541,0.39314,4.73368,1.54335
qmof-107ed0f,1121.39,0.337545,0.45857,5.00032,1.39595
qmof-2b2e2fd,1626.63,0.403648,0.55989,7.19647,1.5611
qmof-096a6b8,5365.48,2.07804,0.82938,13.73167,8.91561
qmof-dcf8019,4426.12,1.8473,0.84203,14.56327,3.19441
qmof-1c956df,2821.13,0.930973,0.71801,15.135,4.88455
qmof-ed20cf9,1586.99,0.888614,0.6957,18.82048,1.34724
qmof-c46a3ac,3767.08,1.14724,0.75396,11.04519,6.08182
qmof-b5538fe,889.127,0.377198,0.51208,10.47925,1.94012
qmof-9576ffc,3194.16,1.24714,0.80836,16.3267,3.63623
qmof-cd9dd93,4159.36,1.19041,0.75065,9.69503,8.81497
qmof-80050ef,1451.35,0.404439,0.54569,6.52421,2.16665
qmof-c0f991d,1471.58,0.379283,0.5369,7.05202,1.51365
qmof-8197ed4,3503.57,0.951196,0.70211,8.37441,5.58125
qmof-7d3f49d,3859.99,1.12775,0.77267,13.20271,6.22797
qmof-308748b,1890.45,0.46328,0.53892,4.98098,2.01614
qmof-d47560b,3701.41,0.754628,0.62037,5.54939,3.82095
qmof-cd2b932,1278.89,0.372203,0.56117,7.13874,2.20689
qmof-a15b1fc,4168.12,1.28882,0.7561,10.38158,9.3969
qmof-fc98c57,2722.73,0.785656,0.7433,11.96775,5.42295
qmof-688437b,1109.09,0.30399,0.511,5.36746,2.00338
qmof-a9b0ac2,2968.11,0.765949,0.68112,10.06939,4.14362
qmof-cb3237c,3686.06,1.10504,0.77307,12.27622,7.6424
qmof-13595d5,4705.04,2.19054,0.84499,16.64097,4.18293
qmof-aec6703,1462.91,0.531548,0.54963,9.52567,3.91138
qmof-e2b4bb5,6266.78,9.0468,0.9599,27.30906,1.31222
qmof-5fd4252,3955.42,1.57183,0.82964,11.70646,4.71382
qmof-ee4bd09,1370.84,0.407465,0.49183,6.93315,1.47725
qmof-48b6c68,2743.62,0.773791,0.64243,8.6793,5.85878
qmof-24d1d89,731.999,0.279893,0.49686,4.95675,1.71594
qmof-658d64a,588.188,0.239314,0.44336,5.26622,0.94967
qmof-6585ef5,1192.3,0.47768,0.54583,9.30008,3.10054
qmof-5a80a90,2518.26,0.803035,0.67353,10.0039,5.10126
qmof-0a37810,2590.39,0.760455,0.65136,7.51578,5.56728
qmof-04f1cc1,1961.27,0.496818,0.53092,5.24793,2.9188
qmof-14acde3,1889.63,0.658949,0.59343,10.15527,4.21021
qmof-99cef49,1921.76,0.848254,0.65482,13.87067,3.94584
qmof-d1097c8,4502.28,1.61082,0.81369,14.46818,4.71668
qmof-9277d51,2420.33,0.820719,0.67257,10.70036,6.40952
qmof-909d17d,3461.44,1.26611,0.76821,12.75281,5.58467
qmof-9ed3ec7,2266.32,0.552884,0.61675,7.22927,4.08815
qmof-c22cc4b,423.947,0.248419,0.42652,5.23749,0.28516
qmof-c25aa0c,964.281,0.350912,0.4351,5.19151,1.298
qmof-dc3d8ce,1558.4,0.501631,0.57244,9.29059,3.74256
qmof-edbe407,2153.79,0.517284,0.55744,5.71013,3.19299
qmof-a7528b2,1661.16,0.481554,0.548,5.86987,3.17636
qmof-5e3058c,856.155,0.292177,0.41277,4.70024,1.07645
qmof-b5f02ff,2229.78,0.636378,0.67046,9.88939,5.07853
qmof-ce64565,3531.61,1.08105,0.70148,10.11363,7.45701
qmof-fdeb493,2834.53,0.744883,0.64079,6.95926,5.63796
