hMOF-7002613,3232.16,1.16319,0.7606,13.00785,1
hMOF-7002612,1447.64,0.387589,0.4988,6.41475,1
hMOF-7002614,2231.04,0.864186,0.7247,12.70004,1
hMOF-7002615,2458.97,0.904705,0.7253,13.0162,1
hMOF-7002616,1574.45,0.411496,0.5588,9.59126,1
hMOF-7002617,1298.08,0.377943,0.5501,9.59457,1
hMOF-7002618,2132.56,0.671252,0.7137,11.89479,1
hMOF-7002620,896.894,0.496809,0.5614,9.64717,1
hMOF-7002619,1005.66,0.267653,0.5273,8.9802,1
hMOF-7002623,2890.77,0.973228,0.7336,13.21972,1
hMOF-7002624,2523.67,0.830628,0.7096,12.83259,1
hMOF-7002625,2189.18,0.745225,0.6959,13.17597,1
hMOF-7002626,1810.93,0.477028,0.6612,9.60435,1
hMOF-7002621,2689.87,1.06038,0.7384,13.32126,1
hMOF-7002628,1255.34,0.352227,0.4857,4.80055,1
hMOF-7002627,2469.86,0.975128,0.7849,13.65731,1
hMOF-7002622,2896.37,0.949169,0.7067,11.28026,1
hMOF-7002630,2764.83,0.988385,0.7201,13.11699,1
hMOF-7002633,2874.8,1.00792,0.7288,13.52919,1
hMOF-7002631,2581.53,0.886852,0.7018,12.13159,1
hMOF-7002629,3249.7,1.04136,0.71,10.50226,1
hMOF-7002632,3647.07,1.58425,0.7991,14.285,1
hMOF-7002634,2309.21,0.646756,0.6301,7.52891,1
hMOF-7002635,3703.7,1.46701,0.785,13.1602,1
hMOF-7002637,3673.29,1.49486,0.805,13.33931,1
hMOF-7002636,2562.55,0.763315,0.6618,9.85729,1
hMOF-7002643,3787.47,1.03248,0.7318,7.64569,1
hMOF-7002639,2098.41,0.868684,0.7658,14.89518,1
hMOF-7002648,3572.3,1.04492,0.7282,9.81815,1
hMOF-7002647,3583.13,1.04649,0.7293,9.75695,1
hMOF-7002638,3408.34,1.75186,0.8342,18.14383,1
hMOF-7002642,3664.89,1.50781,0.7893,13.76719,1
hMOF-7002641,2804.15,0.811743,0.6617,13.69835,1
hMOF-7002645,3760.54,1.47116,0.7886,12.98832,1
hMOF-7002646,3442.22,1.33538,0.7713,15.57853,1
hMOF-7002644,4137.4,1.99347,0.8306,18.39698,1
hMOF-7002649,2957.42,1.15906,0.7672,15.47736,1
hMOF-7002650,3068.4,0.864028,0.7047,9.35888,1
hMOF-7002651,3008.45,0.749401,0.69,8.23704,1
hMOF-7002652,2316.12,0.63365,0.6576,8.86859,1
hMOF-7002653,2871.78,1.22633,0.7867,14.59419,1
hMOF-7002654,2629.24,0.877356,0.7655,10.86972,1
hMOF-7002655,1724.02,0.472514,0.647,8.824,1
hMOF-7002656,1710.28,0.493935,0.6549,9.63273,1
hMOF-7002667,3829.41,0.948443,0.7175,8.51089,1
hMOF-7002658,3128.84,1.02571,0.7256,12.54618,1
hMOF-7002640,1036.57,0.309337,0.5454,6.34778,1
hMOF-7002660,4001.28,2.02079,0.8428,17.68668,1
hMOF-7002657,3633.85,1.12142,0.7274,11.66986,1
hMOF-7002659,3399.21,1.4582,0.7922,14.87694,1
hMOF-7002662,3159.56,0.980286,0.7222,12.20794,1
hMOF-7002665,2778.32,0.799488,0.6726,9.7941,1
hMOF-7002663,3377.13,1.34706,0.776,14.27982,1
hMOF-7002664,2858.6,0.877515,0.6954,10.43225,1
hMOF-7002666,3359.15,0.920835,0.7143,8.91412,1
hMOF-7002668,3846.14,2.16139,0.8531,23.08296,1
